"accountId";"cardId";"operation";"merchant";"brandMerchant";"mcc";"purchaseAmount";"purchaseDate"
"74592";"115454";"Compra Pré-Pago Débito Visa";"Visa";"MAHLE ATALAIA            GUARAPUAVA   BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"1138.00";"2024-10-02 06:15:00"
"107723";"107712";"Compra Pré-Pago Débito Visa";"Visa";"POSTO SERRA DOURA        REALEZA      BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"3271.27";"2024-10-02 06:16:00"
"74592";"115454";"Compra Pré-Pago Débito Visa";"Visa";"MAHLE ATALAIA            GUARAPUAVA   BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"29.99";"2024-10-02 06:18:00"
"310736";"110827";"Compra Pré-Pago Débito Visa";"Visa";"CHURRASCARIA   LANCHONETESAO SIMAO    BR";"EATING PLACES AND RESTAURANTS";"8.00";"2024-10-02 06:20:00"
"171285";"71097";"Compra Pré-Pago Débito Visa";"Visa";"POSTO DA PONTE           PRESIDENTE EPBR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"742.47";"2024-10-02 06:23:00"
"97641";"97631";"Compra Pré-Pago Débito Visa";"Visa";"AUTO POSTO AVENID        MARILIA      BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"586.18";"2024-10-02 06:23:00"
"307524";"170673";"Compra Pré-Pago Débito Visa";"Visa";"RESTAURANTE OS CATARIN   DOUTOR CAMARGBR";"EATING PLACES AND RESTAURANTS";"25.00";"2024-10-02 06:23:00"
"179896";"111421";"Compra Pré-Pago Débito Visa";"Visa";"POSTO CAMPO LARGO LTDA   CAMPO LARGO  BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"2261.80";"2024-10-02 06:24:00"
"80388";"89952";"Compra Pré-Pago Débito Visa";"Visa";"AUTO POSTO BEIRA RIO C   COLOMBIA     BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"100.00";"2024-10-02 06:25:00"
"186641";"111776";"Compra Pré-Pago Débito Visa";"Visa";"PISTA 1                  SAO JOSE DOS BR";"TOLL AND BRIDGE FEES";"20.80";"2024-10-02 06:25:00"
"310874";"73958";"Compra Pré-Pago Débito Visa";"Visa";"POSTO DOM PEDRO A        SAO SEBASTIAOBR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"70.00";"2024-10-02 06:26:00"
"58063";"58055";"Compra Pré-Pago Débito Visa";"Visa";"SIDNEI DE OLIVEIR        ICARAIMA     BR";"PACKAGE STORES - BEER, WINE, AND LIQUOR";"8.00";"2024-10-02 06:29:00"
"116585";"110806";"Compra Pré-Pago Débito Visa";"Visa";"VIA ARAUCARIA            CURITIBA     BR";"TOLL AND BRIDGE FEES";"34.50";"2024-10-02 06:29:00"
"77478";"77470";"Compra Pré-Pago Débito Visa";"Visa";"POSTO CUPIM CAMBE        CAMBE        BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"847.50";"2024-10-02 06:29:00"
"190173";"43060";"Compra Pré-Pago Débito Visa";"Visa";"MP *PONTEDOCAFE1         CUBATO       BR";"MISCELLANEOUS FOOD STORES - CONVENIENCE STORES AND SPECIALTY MARKETS";"14.00";"2024-10-02 06:30:00"
"288611";"88829";"Compra Pré-Pago Débito Visa";"Visa";"CINQUENTAO COM DE COMBU  COMENDADOR GOBR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"365.36";"2024-10-02 06:33:00"
"91969";"91959";"Compra Pré-Pago Débito Visa";"Visa";"SABOR DO SUL             Francisco BelBR";"EATING PLACES AND RESTAURANTS";"29.00";"2024-10-02 06:35:00"
"57188";"57180";"Compra Pré-Pago Débito Visa";"Visa";"POSTO BCA SABIAZINHO     TERRA ROXA   BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"3126.00";"2024-10-02 06:35:00"
"289014";"157709";"Compra Pré-Pago Débito Visa";"Visa";"SUPERM MEDEIROS 5        SAO JOAQUIM DBR";"GROCERY STORES AND SUPERMARKETS";"24.22";"2024-10-02 06:35:00"
"308927";"55460";"Compra Pré-Pago Débito Visa";"Visa";"RESTAURANTE ATT          LONDRINA     BR";"MISCELLANEOUS FOOD STORES - CONVENIENCE STORES AND SPECIALTY MARKETS";"18.00";"2024-10-02 06:36:00"
"76850";"76842";"Compra Pré-Pago Débito Visa";"Visa";"MAHLE MARABA             TIBAGI       BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"727.00";"2024-10-02 06:37:00"
"98114";"134585";"Compra Pré-Pago Débito Visa";"Visa";"RESTAURANTE THOME        PARANAGUA    BR";"EATING PLACES AND RESTAURANTS";"3.00";"2024-10-02 06:38:00"
"47036";"110722";"Compra Pré-Pago Débito Visa";"Visa";"AutoPostoFlorDa          CRUZEIRO DO OBR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"502.60";"2024-10-02 06:39:00"
"106707";"71502";"Compra Pré-Pago Débito Visa";"Visa";"POSTO TREVO              ITAI         BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"50.00";"2024-10-02 06:41:00"
"44857";"44849";"Compra Pré-Pago Débito Visa";"Visa";"PETROLANDIA COMER        ROLANDIA     BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"2191.05";"2024-10-02 06:42:00"
"75831";"75823";"Compra Pré-Pago Débito Visa";"Visa";"CONCESSIONARIA DE RODO   CAMPO GRANDE BR";"TOLL AND BRIDGE FEES";"25.50";"2024-10-02 06:43:00"
"289857";"115585";"Compra Pré-Pago Débito Visa";"Visa";"AUTO POSTO DUAS MENINA   Turvo        BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"17.00";"2024-10-02 06:45:00"
"56007";"55999";"Compra Pré-Pago Débito Visa";"Visa";"POSTO TREVO              ITAI         BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"838.68";"2024-10-02 06:46:00"
"56566";"56558";"Compra Pré-Pago Débito Visa";"Visa";"POSTO BCA BALANCAO       PEABIRU      BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"5.00";"2024-10-02 06:47:00"
"106707";"71502";"Compra Pré-Pago Débito Visa";"Visa";"POSTO TREVO              ITAI         BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"950.00";"2024-10-02 06:48:00"
"251031";"140379";"Compra Pré-Pago Débito Visa";"Visa";"ANJO AZUL ESTACIONAMENTO SAO JOAQUIM DBR";"GROCERY STORES AND SUPERMARKETS";"11.00";"2024-10-02 06:48:00"
"207116";"104098";"Compra Pré-Pago Débito Visa";"Visa";"POSTO DIAMANTE           ABELARDO LUZ BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"11.50";"2024-10-02 06:48:00"
"213852";"87457";"Compra Pré-Pago Débito Visa";"Visa";"BRASIL PETRO             CASTILHO     BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"2432.00";"2024-10-02 06:50:00"
"77478";"77470";"Compra Pré-Pago Débito Visa";"Visa";"O CUPIM 8                CAMBE        BR";"MISCELLANEOUS FOOD STORES - CONVENIENCE STORES AND SPECIALTY MARKETS";"7.50";"2024-10-02 06:50:00"
"302908";"131346";"Compra Pré-Pago Débito Visa";"Visa";"MAHLE MAUA DA SER        MAUA DA SERRABR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"33.98";"2024-10-02 06:51:00"
"45639";"45631";"Compra Pré-Pago Débito Visa";"Visa";"AUTO POSTO COOP          LENCOIS PAULIBR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"500.00";"2024-10-02 06:51:00"
"296905";"172967";"Compra Pré-Pago Débito Visa";"Visa";"ROTA DO OESTE            CUIABA       BR";"TOLL AND BRIDGE FEES";"57.60";"2024-10-02 06:52:00"
"259698";"146073";"Compra Pré-Pago Débito Visa";"Visa";"HORIZONTE AZUL           TOLEDO       BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"3195.75";"2024-10-02 06:52:00"
"94888";"94878";"Compra Pré-Pago Débito Visa";"Visa";"AUTO POSTO TREVAO        MACATUBA     BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"13.00";"2024-10-02 06:52:00"
"205611";"147183";"Compra Pré-Pago Débito Visa";"Visa";"BARRACA DA LIA E FAMILIA SANTOPOLIS DOBR";"MISCELLANEOUS FOOD STORES - CONVENIENCE STORES AND SPECIALTY MARKETS";"14.00";"2024-10-02 06:53:00"
"81946";"81937";"Compra Pré-Pago Débito Visa";"Visa";"RESTAURANTE KIOSQUE      CAMPOS NOVOS BR";"FAST FOOD RESTAURANTS";"14.00";"2024-10-02 06:53:00"
"76198";"76190";"Compra Pré-Pago Débito Visa";"Visa";"AUTO POSTO SEIS          CIANORTE     BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"6.00";"2024-10-02 06:54:00"
"186641";"111776";"Compra Pré-Pago Débito Visa";"Visa";"EPR LITORAL PIONE        CURITIBA     BR";"TOLL AND BRIDGE FEES";"90.40";"2024-10-02 06:55:00"
"188737";"168475";"Compra Pré-Pago Débito Visa";"Visa";"MP *RESTCANTINHO         CAMAPU       BR";"EATING PLACES AND RESTAURANTS";"22.00";"2024-10-02 06:55:00"
"171285";"71097";"Compra Pré-Pago Débito Visa";"Visa";"RESTAURANTE DA PONTE     PRESIDENTE EPBR";"EATING PLACES AND RESTAURANTS";"16.00";"2024-10-02 06:56:00"
"53762";"53754";"Compra Pré-Pago Débito Visa";"Visa";"LANCHONETE TOZZO         PARAISO DAS ABR";"EATING PLACES AND RESTAURANTS";"21.00";"2024-10-02 06:56:00"
"310876";"152611";"Compra Pré-Pago Débito Visa";"Visa";"REDE STOP 24             CASCAVEL     BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"100.00";"2024-10-02 06:58:00"
"309169";"137515";"Compra Pré-Pago Débito Visa";"Visa";"RESTAURANTE BR 376       ORTIGUEIRA   BR";"EATING PLACES AND RESTAURANTS";"17.00";"2024-10-02 06:59:00"
"190301";"139710";"Compra Pré-Pago Débito Visa";"Visa";"CHICO BAR                SAO CAETANO DBR";"DRINKING PLACES (ALCOHOLIC BEVERAGES) - BARS, TAVERNS, NIGHTCLUBS, COCKTAIL LOUNGES, AND DISCOTHEQUES";"13.00";"2024-10-02 06:59:00"
"296257";"106602";"Compra Pré-Pago Débito Visa";"Visa";"CONCESSIONARIA DA RODO   CHAPADAO DO SBR";"TOLL AND BRIDGE FEES";"85.40";"2024-10-02 07:02:00"
"293546";"69922";"Compra Pré-Pago Débito Visa";"Visa";"JAConstrucoes            UBERLANDIA   BR";"MASONRY, STONEWORK, TILE SETTING, PLASTERING, AND INSULATION CONTRACTORS";"9.00";"2024-10-02 07:02:00"
"309322";"172078";"Compra Pré-Pago Débito Visa";"Visa";"PG *TON TENDA COLONI     DOURADOS     BR";"PACKAGE STORES - BEER, WINE, AND LIQUOR";"13.00";"2024-10-02 07:04:00"
"210241";"123719";"Saque Pré-Pago Débito Visa";"Visa";"TECBAN-SUP PAULISTA GU   GUARA        BR";"FINANCIAL INSTITUTIONS - AUTOMATED CASH DISBURSEMENTS";"800.00";"2024-10-02 07:05:00"
"107885";"107874";"Compra Pré-Pago Débito Visa";"Visa";"O BULAO                  GENERAL CARNEBR";"GROCERY STORES AND SUPERMARKETS";"16.00";"2024-10-02 07:05:00"
"311121";"171272";"Compra Pré-Pago Débito Visa";"Visa";"NovaAurora               IBAITI       BR";"EATING PLACES AND RESTAURANTS";"19.00";"2024-10-02 07:06:00"
"54666";"152954";"Compra Pré-Pago Débito Visa";"Visa";"ROTA CERTA               PONTA GROSSA BR";"MOTOR FREIGHT CARRIERS AND TRUCKING - LOCAL AND LONG DISTANCE, MOVING AND STORAGE COMPANIES, AND LOCAL DELIVERY";"40.00";"2024-10-02 07:06:00"
"50737";"125886";"Compra Pré-Pago Débito Visa";"Visa";"POSTO CPA                MARIALVA     BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"306.24";"2024-10-02 07:07:00"
"77774";"77766";"Compra Pré-Pago Débito Visa";"Visa";"MAHLE GRANDE PARA        ARAPONGAS    BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"282.00";"2024-10-02 07:07:00"
"277724";"171493";"Compra Pré-Pago Débito Visa";"Visa";"MARIA MINEIRA            CUBATAO      BR";"EATING PLACES AND RESTAURANTS";"9.00";"2024-10-02 07:07:00"
"79194";"79186";"Compra Pré-Pago Débito Visa";"Visa";"POSTO BCA SABIAZINHO     TERRA ROXA   BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"10.00";"2024-10-02 07:08:00"
"293687";"98998";"Compra Pré-Pago Débito Visa";"Visa";"AUTO POSTO BAENA         CAARAPO      BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"586.00";"2024-10-02 07:09:00"
"251031";"140379";"Compra Pré-Pago Débito Visa";"Visa";"MariliaMenezes           ORLANDIA     BR";"DEPARTMENT STORES";"50.00";"2024-10-02 07:10:00"
"181804";"172595";"Compra Pré-Pago Débito Visa";"Visa";"MP *SAVANA               PARANAGU     BR";"MISCELLANEOUS FOOD STORES - CONVENIENCE STORES AND SPECIALTY MARKETS";"15.00";"2024-10-02 07:10:00"
"78695";"78687";"Compra Pré-Pago Débito Visa";"Visa";"AUTO POSTO PINHEIRO BR   PAICANDU     BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"2666.03";"2024-10-02 07:11:00"
"77771";"77763";"Compra Pré-Pago Débito Visa";"Visa";"POSTO CUPIM              MARILANDIA DOBR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"169.80";"2024-10-02 07:11:00"
"296547";"171993";"Compra Pré-Pago Débito Visa";"Visa";"LANCHONETE 2 IRMAOS LT   CAMPO GRANDE BR";"EATING PLACES AND RESTAURANTS";"13.00";"2024-10-02 07:12:00"
"89240";"89231";"Compra Pré-Pago Débito Visa";"Visa";"MP *SAVANA               PARANAGU     BR";"MISCELLANEOUS FOOD STORES - CONVENIENCE STORES AND SPECIALTY MARKETS";"30.00";"2024-10-02 07:12:00"
"77467";"77459";"Compra Pré-Pago Débito Visa";"Visa";"POSTO CASTELO BRANCO     IBIPORA      BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"350.00";"2024-10-02 07:12:00"
"287220";"160562";"Compra Pré-Pago Débito Visa";"Visa";"AUTO POSTO TIO SAM       MUNDO NOVO   BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"5983.00";"2024-10-02 07:12:00"
"289033";"103812";"Compra Pré-Pago Débito Visa";"Visa";"MP *PONTEDOCAFE1         CUBATO       BR";"MISCELLANEOUS FOOD STORES - CONVENIENCE STORES AND SPECIALTY MARKETS";"9.00";"2024-10-02 07:12:00"
"52441";"52433";"Compra Pré-Pago Débito Visa";"Visa";"POSTO BCA SABIAZINHO     TERRA ROXA   BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"2612.17";"2024-10-02 07:12:00"
"257169";"162032";"Compra Pré-Pago Débito Visa";"Visa";"DanieleFernandaDe        ORLANDIA     BR";"PROFESSIONAL SERVICES, NOT ELSEWHERE CLASSIFIED";"16.00";"2024-10-02 07:12:00"
"257272";"144932";"Compra Pré-Pago Débito Visa";"Visa";"PostoVitoria             CANAPOLIS    BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"15.00";"2024-10-02 07:13:00"
"146605";"139662";"Compra Pré-Pago Débito Visa";"Visa";"RESTAURANTE DO TR        FAXINAL      BR";"EATING PLACES AND RESTAURANTS";"11.00";"2024-10-02 07:13:00"
"307901";"173762";"Compra Pré-Pago Débito Visa";"Visa";"MP *LANCHONETEALM        ELDORADO     BR";"MISCELLANEOUS FOOD STORES - CONVENIENCE STORES AND SPECIALTY MARKETS";"10.00";"2024-10-02 07:14:00"
"78987";"126360";"Compra Pré-Pago Débito Visa";"Visa";"MENEGATTI CADEADO        FAXINAL      BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"384.83";"2024-10-02 07:15:00"
"282792";"63104";"Compra Pré-Pago Débito Visa";"Visa";"JanainaMartins           CAMPO LARGO  BR";"PROFESSIONAL SERVICES, NOT ELSEWHERE CLASSIFIED";"10.00";"2024-10-02 07:16:00"
"293687";"98998";"Compra Pré-Pago Débito Visa";"Visa";"RESTAURANTE NOSSA CASA   CAARAPO      BR";"EATING PLACES AND RESTAURANTS";"7.00";"2024-10-02 07:17:00"
"288535";"117164";"Compra Pré-Pago Débito Visa";"Visa";"SABOR COMIDA MINEIRA     UBERLANDIA   BR";"EATING PLACES AND RESTAURANTS";"7.00";"2024-10-02 07:17:00"
"100310";"112723";"Compra Pré-Pago Débito Visa";"Visa";"ArtesanatoBoiko          ORTIGUEIRA   BR";"GIFT, CARD, NOVELTY, AND SOUVENIR STORES";"14.00";"2024-10-02 07:17:00"
"51237";"51229";"Compra Pré-Pago Débito Visa";"Visa";"GTI GRUPO DE TRAN        GUARAPUAVA   BR";"MEMBERSHIPS ORGANIZATIONS, NOT ELSEWHERE CLASSIFIED, PROFESSIONAL ORGANIZATIONS";"1177.00";"2024-10-02 07:18:00"
"306938";"72806";"Compra Pré-Pago Débito Visa";"Visa";"BARRACA DO ROBERTO       MARINGA      BR";"MISCELLANEOUS FOOD STORES - CONVENIENCE STORES AND SPECIALTY MARKETS";"9.00";"2024-10-02 07:19:00"
"44412";"94098";"Compra Pré-Pago Débito Visa";"Visa";"LABORATORIO SANTA RITA   CASTRO       BR";"MEDICAL AND DENTAL LABORATORIES";"103.00";"2024-10-02 07:19:00"
"76378";"76370";"Compra Pré-Pago Débito Visa";"Visa";"GilsonChagasMacie        CARAMBEI     BR";"DEPARTMENT STORES";"20.00";"2024-10-02 07:20:00"
"50739";"170969";"Compra Pré-Pago Débito Visa";"Visa";"V H R DE ASSIS           LONDRINA     BR";"BAKERIES";"10.00";"2024-10-02 07:21:00"
"256448";"171916";"Compra Pré-Pago Débito Visa";"Visa";"AutoPostoTapejara        TAPEJARA     BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"500.00";"2024-10-02 07:22:00"
"289033";"103812";"Compra Pré-Pago Débito Visa";"Visa";"ESTACENTER PARKING       CUBATAO      BR";"PARKING LOTS AND GARAGES";"40.00";"2024-10-02 07:22:00"
"153717";"143878";"Compra Pré-Pago Débito Visa";"Visa";"CONCESSIONARIA DA RODO   CHAPADAO DO SBR";"TOLL AND BRIDGE FEES";"48.80";"2024-10-02 07:23:00"
"310592";"166268";"Compra Pré-Pago Débito Visa";"Visa";"ESTACENTER PARKING       CUBATAO      BR";"PARKING LOTS AND GARAGES";"40.00";"2024-10-02 07:24:00"
"297152";"157854";"Compra Pré-Pago Débito Visa";"Visa";"PASTELARIA               CASCAVEL     BR";"MISCELLANEOUS FOOD STORES - CONVENIENCE STORES AND SPECIALTY MARKETS";"37.00";"2024-10-02 07:24:00"
"307836";"121188";"Compra Pré-Pago Débito Visa";"Visa";"POSTO ATLANTICO P        ALEXANDRA    BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"571.24";"2024-10-02 07:24:00"
"205889";"99035";"Compra Pré-Pago Débito Visa";"Visa";"PRINCESA DE ALEXANDRIA   CANDIDO MOTA BR";"FAST FOOD RESTAURANTS";"29.00";"2024-10-02 07:25:00"
"264857";"155431";"Compra Pré-Pago Débito Visa";"Visa";"ESTACENTER PARKING       CUBATAO      BR";"PARKING LOTS AND GARAGES";"40.00";"2024-10-02 07:26:00"
"291712";"73066";"Compra Pré-Pago Débito Visa";"Visa";"AutoPostoFlorDa          CRUZEIRO DO OBR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"1509.00";"2024-10-02 07:26:00"
"307836";"121188";"Compra Pré-Pago Débito Visa";"Visa";"POSTO ATLANTICO P        ALEXANDRA    BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"130.00";"2024-10-02 07:26:00"
"310140";"165401";"Compra Pré-Pago Débito Visa";"Visa";"MERCADO MARATTI          COLORADO     BR";"GROCERY STORES AND SUPERMARKETS";"12.50";"2024-10-02 07:27:00"
"240581";"119306";"Compra Pré-Pago Débito Visa";"Visa";"AUTO POSTO CRUZEI        CRUZEIRO DO OBR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"1400.00";"2024-10-02 07:30:00"
"92317";"92307";"Compra Pré-Pago Débito Visa";"Visa";"WELITO ALMEIDA QUEIROZ   Lucelia      BR";"EATING PLACES AND RESTAURANTS";"13.00";"2024-10-02 07:30:00"
"41097";"41089";"Compra Pré-Pago Débito Visa";"Visa";"CAFE IMIGRANTES          PRAIA GRANDE BR";"FAST FOOD RESTAURANTS";"37.00";"2024-10-02 07:30:00"
"53760";"53752";"Compra Pré-Pago Débito Visa";"Visa";"POSTO PARAISO 2          PARAISO DAS ABR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"11.00";"2024-10-02 07:30:00"
"289827";"135949";"Compra Pré-Pago Débito Visa";"Visa";"DELTA CIANORTE           CIANORTE     BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"132.98";"2024-10-02 07:31:00"
"297137";"121303";"Compra Pré-Pago Débito Visa";"Visa";"RESTAURANTE E LANCHONE   Tacuru       BR";"EATING PLACES AND RESTAURANTS";"16.00";"2024-10-02 07:35:00"
"143828";"170045";"Compra Pré-Pago Débito Visa";"Visa";"RESTAURANTE BRAGA E SILVAITAARA       BR";"EATING PLACES AND RESTAURANTS";"20.00";"2024-10-02 07:36:00"
"133344";"127119";"Compra Pré-Pago Débito Visa";"Visa";"AUTO POSTO CRUZEI        CRUZEIRO DO OBR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"976.12";"2024-10-02 07:38:00"
"92317";"92307";"Compra Pré-Pago Débito Visa";"Visa";"EIXO SP CONCESSIONARIA   Sao Carlos   BR";"TOLL AND BRIDGE FEES";"65.00";"2024-10-02 07:38:00"
"275500";"103765";"Compra Pré-Pago Débito Visa";"Visa";"HILTON LUIZ PLAZZA 528284GOIOERE      BR";"BAKERIES";"13.30";"2024-10-02 07:39:00"
"265316";"162025";"Compra Pré-Pago Débito Visa";"Visa";"JoaoMarianoDe            UBERABA      BR";"EATING PLACES AND RESTAURANTS";"10.00";"2024-10-02 07:39:00"
"173560";"148601";"Compra Pré-Pago Débito Visa";"Visa";"Autopostosprea           BALSA NOVA   BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"24.00";"2024-10-02 07:40:00"
"257336";"95578";"Compra Pré-Pago Débito Visa";"Visa";"genykelly                SANTOS       BR";"MISCELLANEOUS FOOD STORES - CONVENIENCE STORES AND SPECIALTY MARKETS";"24.00";"2024-10-02 07:42:00"
"44412";"94098";"Compra Pré-Pago Débito Visa";"Visa";"FARMACIAS FLEMING LTDA   CASTRO       BR";"DRUG STORES AND PHARMACIES";"103.12";"2024-10-02 07:43:00"
"290081";"130629";"Compra Pré-Pago Débito Visa";"Visa";"PANIFICADORA MONT        ANAURILANDIA BR";"BAKERIES";"29.88";"2024-10-02 07:43:00"
"306320";"171479";"Compra Pré-Pago Débito Visa";"Visa";"PG *TON SANTA RITA L     COLONIA VITORBR";"FAST FOOD RESTAURANTS";"12.00";"2024-10-02 07:43:00"
"148086";"171271";"Compra Pré-Pago Débito Visa";"Visa";"POSTO TIRIRICA           RIO BRANCO DOBR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"100.00";"2024-10-02 07:44:00"
"211368";"87910";"Compra Pré-Pago Débito Visa";"Visa";"MP *GUEDES               MARIALVA     BR";"BAKERIES";"6.30";"2024-10-02 07:45:00"
"266369";"93171";"Saque Pré-Pago Débito Visa";"Visa";"TECBAN-MERCADO PUB.CEN   ACOPIARA     BR";"FINANCIAL INSTITUTIONS - AUTOMATED CASH DISBURSEMENTS";"550.00";"2024-10-02 07:45:00"
"266369";"93171";"Saque Pré-Pago Débito Visa";"Visa";"TECBAN-MERCADO PUB.CEN   ACOPIARA     BR";"FINANCIAL INSTITUTIONS - AUTOMATED CASH DISBURSEMENTS";"100.00";"2024-10-02 07:46:00"
"311124";"112499";"Compra Pré-Pago Débito Visa";"Visa";"POSTO SUCAL              JATAI        BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"787.00";"2024-10-02 07:47:00"
"44809";"44801";"Compra Pré-Pago Débito Visa";"Visa";"PARADA MAHLE             GUARAPUAVA   BR";"EATING PLACES AND RESTAURANTS";"8.00";"2024-10-02 07:48:00"
"213340";"127864";"Compra Pré-Pago Débito Visa";"Visa";"RESTAURANTE PRUDENTAO    BATAGUASSU   BR";"EATING PLACES AND RESTAURANTS";"15.00";"2024-10-02 07:48:00"
"281914";"162036";"Compra Pré-Pago Débito Visa";"Visa";"MONTE CARLO CEDRAL       CEDRAL       BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"30.00";"2024-10-02 07:48:00"
"213340";"127864";"Compra Pré-Pago Débito Visa";"Visa";"RESTAURANTE PRUDENTAO    BATAGUASSU   BR";"EATING PLACES AND RESTAURANTS";"13.96";"2024-10-02 07:48:00"
"255219";"148248";"Compra Pré-Pago Débito Visa";"Visa";"FARMACIA DOIS IRMAOS     Paranapanema BR";"DRUG STORES AND PHARMACIES";"33.00";"2024-10-02 07:49:00"
"288683";"115942";"Compra Pré-Pago Débito Visa";"Visa";"POSTO LOCATELLI          CUBATAO      BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"1496.47";"2024-10-02 07:49:00"
"62494";"62486";"Compra Pré-Pago Débito Visa";"Visa";"Lanchonete               SANTOS       BR";"FAST FOOD RESTAURANTS";"10.00";"2024-10-02 07:50:00"
"288683";"115942";"Compra Pré-Pago Débito Visa";"Visa";"POSTO LOCATELLI          CUBATAO      BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"600.00";"2024-10-02 07:50:00"
"254968";"86541";"Compra Pré-Pago Débito Visa";"Visa";"BURITIZINHO AUTO POSTO IISAO JOAQUIM DBR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"2179.00";"2024-10-02 07:51:00"
"290551";"55664";"Compra Pré-Pago Débito Visa";"Visa";"CostelaNaBrasa           SAO JOAQUIM DBR";"EATING PLACES AND RESTAURANTS";"8.00";"2024-10-02 07:51:00"
"69802";"69794";"Compra Pré-Pago Débito Visa";"Visa";"ATACADAO 643 AS          OURINHOS     BR";"WHOLESALE CLUBS";"353.33";"2024-10-02 07:54:00"
"87140";"87131";"Compra Pré-Pago Débito Visa";"Visa";"EUCLIDES FIGUEIRA        Taciba       BR";"FURNITURE, HOME FURNISHINGS AND EQUIPMENT STORES, EXCEPT APPLIANCES";"16.00";"2024-10-02 07:54:00"
"131226";"171730";"Compra Pré-Pago Débito Visa";"Visa";"POSTO MARIENTAL 7        PARANAGUA    BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"6.00";"2024-10-02 07:56:00"
